text,label
aston martin plans to raise 653 million from saudi arabias sovereign wealth fund and existing shareholders in an effort to pare debt and free up cash for future product development ,2
boeing faces much greater pressure to secure orders at the farnborough international airshow after airbus conquers close to 70 of the narrowbody segment ,2
the investment firm led by the indian cofounder of technology services company ust is looking to raise about 1 billion to invest in startups and private equity opportunities ,2
an untold amount of liquid nitrogen was released at the spacex launch pad in deep south texas state and federal regulators said ,2
sk hynix is considering cutting its 2023 capital expenditure by about a quarter to 16 trillion won 122 billion in response to slower electronics demand than anticipated ,2
softbankbacked ai medical service which specializes in endoscopy analysis is taking steps for a possible initial public offering in tokyo as early as next year ,2
opensea the worlds largest marketplace for nfts is cutting about 20 of its staff the latest in a series of layoffs thats rocked the crypto industry ,2
coinflex will let users take out a limited portion of their balances after pausing withdrawals last month due to a counterparty failing to make a margin call ,2
bankrupt crypto lender celsius discloses more details on its collapse including that it has a 119 billion deficit on its balance sheet ,2
the boss of uk digital bank monzo said hes targeting growth rather than immediate profit during a turbulent time for the fintech industry ,2
meta will start letting more users create multiple profiles with their facebook accounts the companys latest attempt to encourage posting and sharing on its social network ,2
the assetmanagement firm matthews asia is diving into the etf market with the launch of three funds focused on china asia and emerging markets ,2
new after winning a historic victory at a warehouse earlier this year things havent gone according to plan for the fledgling amazon labor union ,2
alphabets wing subsidiary has developed a fleet of new drone prototypes designed to more efficiently deliver packages ranging from small pill bottles to items weighing as much as 7 pounds ,2
scandinavian carrier sas warns that emergency funding related to a bankruptcy process in the us is at risk from a pilots strike that entered its 11th day on thursday ,2
amex adds new perks to its nofee blue cash everyday card including rewards for online retail purchases and credits toward a disney streaming subscription ,2
molson coors just bought its first super bowl ad in more than three decades after anheuserbusch gave up its exclusive on the game ,2
twitter was down for almost 55000 users on wednesday according to  an outage tracking platform ,2
credit suisse chairman axel lehmann says he sees the future of the lender as an independent entity amid speculation that a wave of scandals and a tumbling share price make it a takeover target ,2
jpmorgan temporarily suspends share buybacks as its secondquarter results fall short of analysts estimates ,2
ubers old problems hit different ,2
emirates rejects an order from heathrow to cancel flights ,2
crypto exchange okx receives a provisional virtualasset license in dubai and plans to set up a regional hub in the city ,2
crypto lender celsius files for chapter 11 bankruptcy a month after freezing customer withdrawals the latest casualty from the rout in cryptocurrencies ,2
hyundai unveiled its ioniq 6 sedan continuing its ambitious push into electric vehicles with an eye on challenging rivals such as tesla ,2
the south korean shipping giant plans to invest 114 billion by 2026 on new ships and terminals to strengthen its competitiveness and comply with tighter environmental regulations ,2
ibm ceo arvind krishna is bullish on tech spending saying he believes it will remain robust despite fears of a recession ,2
crypto lender celsius network has filed for chapter 11 bankruptcy in the southern district of new york according to a filing a month after it froze customer withdrawals ,2
its not the best known of chinas uslisted electric car upstarts but li auto has lofty ambitions an audacious target of conquering 20 of the worlds biggest ev market ,2
panasonic has decided on kansas as the location to build a battery production site expected to cost 4 billion ,2
new shein became one of the worlds top startups by turbocharging fast fashionbut its business model is becoming the biggest threat to continued success ,2
the coming weeks will be filled with news and noise about this case twitter ceo parag agrawal warned employees in an email tuesday ,2
a trading team at izzy englanders mega hedge fund millennium management is shuttering after bets on mampa involving companies such as twitter performed poorly ,2
riot games put the owner of prestigious esports team tsm on a twoyear probation after an internal investigation accused him of harassment and bullying ,2
novavaxs covid19 vaccine was cleared by us regulators giving americans another tool against the virus as cases start to rise again ,2
glencore is expanding a coal mine that scientists have estimated leaks so much planetwrecking methane each year it has the same warming impact as the annual emissions from millions of cars ,2
after revlons stock surged postbankruptcy a group of shareholders have hired their own lawyer to get official standing in the case ,2
netflix has chosen microsoft as the technology and sales partner for its new adsupported streaming service ,2
the luggage was returned to detroit and forwarded to customers from there delta said wednesday ,2
uk private equity firm permira has gathered 16 billion euros for its new flagship buyout pool after passing the funds first close ,2
for diapers and dish soap maker procter amp gamble skyrocketing inflation means the company needs to be even more deliberate about telling consumers that its brands provide value ,2
sucnor shareholders are wondering if an exodus of board members is close behind after the oilsands producers top executive resigned following the death of a worker ,2
disney is focusing on the metaverse ,2
bt group workers are set to strike nationwide for the first time in 35 years the communication workers union said on wednesday ,2
lufthansa plans to cut an additional 2000 flights until the end of august bringing its total cancellations to almost 6000 as europes travel disruptions continue to worsen ,2
three arrows was a venture investor in some of the bestknown crypto startups and in some cases manager of their corporate treasuries it was both an aggressive borrower from large lenders and a shareholder in some of those lenders ,2
bosch is making a bigger bet on semiconductors with plans to spend 3 billion euros to help ease a worldwide shortage of computer chips ,2
totalenergies is in talks to import fuels from the uae heeding a call from the french government to source alternatives to russian supplies ,2
lowcost french airline transavia cancels 15 of flights amid a dispute with cabin crew ,2
cybozu a japanese provider of enterprise software will pay out a special allowance to employees around the world to help them deal with sustained inflation ,2
morningstar is slashing its workforce in shenzhen as it seeks to relocate headcount to other countries amid a restructuring in china according to an emailed statement ,2
petronas said that its two luxembourgbased units were on monday served with seizure orders for their interests in azerbaijan assets ,2
heres alphabet ceo sundar pichais memo on the hiring slowdown ,2
vietnamese electricvehicle maker vinfast said it has signed agreements with banks to raise at least 4 billion globally to fund its planned north carolina ev factory and us rollout ,2
red hat helped ibm turn around years of stagnant growth its new ceo promises more of the same ,2
amazons prime day sale is luring bargain hunters looking to stock up on pantry items and cheap electronics despite a dearth of deals ,2
a third of burberry shareholders voted against the reelection of board member antoine de saintaffrique amid concerns about directors who also hold other jobs spreading themselves too thin ,2
hbo the premium tv unit of the newly formed warner bros discovery led all tv networks in nominations for emmy awards this year thanks to succession ,2
blockfi will no longer accept gbtc shares as collateral and has unwound its positions in the investment fund a source says ,2
electricvehicle maker rivian confirmed plans to rethink some operations and trim jobs as necessary with ceo rj scaringe telling employees the company will be thoughtful with any staff cut ,2
gopuff is cutting more jobs and closing warehouses in the us to preserve cash amid the economic downturn ,2
bargain hunters are expected to find amazons twoday prime day sale underwhelming this year with many sellers minimizing profiteating discounts in an era of soaring costs ,2
africas largest listed food maker will extend operations at a fruit processing facility in south africas western cape province for a further season postponing its closing ,2
just in peloton will stop building its bikes and treadmills at its own factories and rely solely on partners for manufacturing to simplify its operations and reduce costs ,2
breaking peloton will stop building its own bikes and completely outsource its manufacturing one of the most dramatic steps yet to cut costs  ,2
russian gold miner petropavlovsk will file for administration in london as it negotiates the sale of its subsidiaries after the company was hobbled by sanctions on a key partner ,2
cathay innovation a vc group backed by unilever and totalenergies is raising 1 billion 1 billion to back tech startups ,2
wefox an insurancetechnology firm founded by former groupon and deutsche bank staff raised 400 million in a funding round that values the company at 45 billion ,2
cheyne capital management is looking to raise 750 million euros 758 million for a new fund focused on lending to smaller european firms not backed by private equity ,2
twitters lawyers called elon musks termination of his 44 billion buyout agreement invalid and wrongful in a letter to the billionaires attorneys ,2
the iphone pro ipad pro macbook pro airpods pro and soon the apple watch pro ,2
retailer gamestop launched its longawaited marketplace for nfts just as sales of such digital artworks dry up amid the crypto industry crash ,2
warner bros discovery is in talks to start selling hbo max through amazon prime again ,2
elon musks decision to back out of a 44 billion bid for twitter may mean his bankers dodge hundreds of millions of dollars in losses from underwriting the debt ,2
spicejet the indian airline already under scrutiny from regulators in the country had another technical issue after a flight to dubai sources say ,2
exclusive rivian is planning hundreds of layoffs to trim its workforce in areas where the electricvehicle maker has grown too quickly ,2
cinven has completed fundraising for its first dedicated financialservices fund collecting 15 billion euros in a rare move by a private equity firm to start an industryfocused pool ,2
abbott laboratories reopened its troubled infant formula production plant that was shut last month after severe flooding amid heavy storms ,2
ganfeng lithium is ratcheting up efforts to expand in argentina an emerging supply hotspot for the mineral used in electricvehicle batteries ,2
air canadas hope for a strong recovery in 2022 has been foiled by chaos at canadas biggest airports ,2
mitsubishi is bolstering its commodity tradefinance business helping the industry cope with the surge in liquidity needs following russias invasion of ukraine ,2
the china operator of coffee chain arabica is weighing a new funding round and could seek a valuation for its business in the country of as much as 12 billion sources say ,2
vales plan to turn around its copper and nickelmining unit is taking longer than expected risking a delay to a possible sale or spinoff of a group the miner says could be worth 40 billion ,2
packagedfood giant conagra expects shoppers to grow increasingly wary about higher grocery bills  via business,2
since march msc ships have doubled their service to russian ports msc says it delivers essential goods and complies with international sanctions rules against russia after the invasion of ukraine ,2
volkswagens new battery plant in germany marks the first step in an effort that will generate more than 20 billion in revenue annually by the end of the decade ,2
blackrocks greenest etfs attract inflows as european investors steer money to climatefriendly funds ,2
american airlines joins its main rivals in limiting flights this quarter as the industry grapples with a rash of costly flight disruptions ,2
after emerging from a debilitating pilot strike scandinavian airline sas now faces its next battle convincing investors that its worth backing its 3 billion rescue plan ,2
funds controlled by cathie wood sell shares of komatsu ahead of the japanese machinery makers earnings report ,2
nokia reports strong demand for 5g gear from phone carriers ,2
short on engines and other key parts airbus and boeing are still struggling to deliver new planes ,2
air lease said to be in advanced talks for large airbus order ,2
amazon said it would create more than 4000 new permanent jobs in the uk this year the smallest number its announced in at least three years ,2
fastenal a harbinger for the industrial sector saw some softening of demand in the second quarter but nothing that would signal a cratering of the economy ,2
nike and fanatics are teaming up to outfit players and fans at schools like alabama florida and clemson ,2
totalenergies is in talks to import diesel and other fuels from the uae heeding a call from the french government to source alternatives to russian supplies ahead of winter ,2
renault sold just over 1 million vehicles in the first half down 30 from a year ago as the carmaker pulled out of its secondbiggest market ,2
rivian is planning hundreds of layoffs to trim its workforce in areas where the electricvehicle maker has grown too quickly ,2
blackstone reports surging inflows but warns of economic slowdown ,2
jpmorgan takes on direct lenders with leveraged loans unit ,2
capital group adds 3 new strategies to actively managed etfs ,2
wise boosted by customers transferring money before currency volatility worsens ,2
ant group expands global ambitions despite troubles at home ,2
credit suisse says greensill recovery will cost clients 291mn ,2
saipem gets the wrong end of the stick ,2
monzo chief vows to scale up business despite fintech turmoil ,2
vaneck says bank fees are eroding russia etfs assets ,2
deutsche bank hit by delay and cost rises in core it restructuring ,2
singapores temasek to slow pace of investment after drop in returns ,2
wirecard forged client details to secure 900mn investment from softbank ,2
evergrande changes gear with launch of first electric car to shore up revenue ,2
greystar raises fresh funds as residential rental investment surges past 30bn ,2
approval of application by benchmark community bank ,2
fda authorizes novavaxs covid vaccine for adults providing americans with an alternative to the mrnabased shots from pfizer and moderna ,2
uncy unicycive reports key findings from market research with nephrologists july 20 2022 712 am renazorb product profile rated as bestinclass phosphate binder nephrologists report high prescribing intent for renazorb pending fda approval,2
vktx viking therapeutics announces fda has lifted clinical hold on phase 1b trial of vk0214 in patients with xald,2
uncy news from mt newswires unicycive therapeutics signs license agreement with lees pharmaceutical unit for renazorb in china other asian markets,2
watch amazonowned tech firm zoox applied for a test drive permit in california for its selfdriving robotaxi vh6  ,2
blackstone draws over 24 bln commitments for latest real estate fund  ,2
watch carmaker porsche faces uphill drive in race to public listing as economic obstacles mount  ,2
mexicos arrenda aimed at making renting easy raises 265 mln in early round  ,2
credit suisse signs mexico alliance agreement with actinver  ,2
os climate launches climate planning tools for companies investors  ,2
watch porsche is driving towards a share listing but reuters sources say it may have to accept a big discount  ,2
barclays sets up taiwan subsidiary to offer brokerage services  ,2
watch netflix predicted it would return to customer growth during the third quarter and attributed its recent slowdown to factors like passwordsharing competition and a sluggish economy  nflx ,2
from breakingviews didi gets a tentative green light from beijing ,2
watch central african republic will start selling its own crypto token this week dubbed the sango coin ,2
malaysia airlines nears deal for airbus a330neos sources  ,2
watch from breakingviews ge revealed the names of the companies it will split into ge aerospace ge vernova and ge healthcare the names are as pedestrian as ges stock performance lauren silva laughlin says ,2
watch celsius network is the latest crypto lender to file for bankruptcy protection admitting to a near12 billion hole in its balance sheet and its stirred further controversy with plans to spend millions on new bitcoin mining gear ,2
texas bitcoin miners back online after power surge caused curtailments  ,2
watch netflix averted its own worstcase scenario of subscriber losses and predicted it would return to customer growth during the third quarter  nflx ,2
mexicos credito real requests to enter us chapter 15 bankruptcy procedure  ,2
video from breakingviews ge revealed the names of the three companies that will result from its coming breakup they are as pedestrian as the companys stock performance thereallsl says  ,2
us solar company gaf energy to open texas manufacturing plant  ,2
watch sas and pilot unions have reached a wage deal the scandinavian airline said ending a 15day strike over a new collective bargaining agreement that had grounded 3700 flights and thrown the carriers future into doubt  ,2
watch scandinavian carrier sas said it reached a wage deal with pilot unions ending a 15day strike that had thrown the airlines future into doubt  ,2
watch french nuclear energy firm edf owned partly by the state received an offer of almost 10 billion to give up the entire control of the company to the government of france  ,2
watch sas airline partly owned by the governments of denmark and sweden said it reached a wage deal with pilot unions ending a 15day strike which saw the carrier file for a us bankruptcy protection  ,2
watch netflix hopes to capitalize on the popularity of its most successful shows and movies by pursuing a franchise strategy  ,2
natwest creates new postbrexit frankfurt unit for uk customers  ,2
santander uk virgin money join firms helping staff with cost of living crisis  ,2
activist fund bluebell targets board changes at richemont  ,2
santander uk offers some staff 4 pay rise to help with cost of living  ,2
watch netflix hopes to milk more from its most popular shows as the streaming giant pursues a franchise strategy executives detailed in recent interviews with reuters  ,2
crypto lender celsius defends bitcoin mining plans as bankruptcy kicks off  ,2
watch netflix hopes to capitalize on the popularity of its most successful shows and movies facing a critical moment as subscriber counts plunge  ,2
watch the farnborough airshow one of aerospace industrys biggest annual events kicked off with boeing announcing deal with delta air lines worth over 13 billion  ,2
indias yes bank to raise 1 billion this year ceo says  ,2
watch hampm the worlds secondbiggest fashion retailer said it had decided to wind down its business in russia joining a growing list of companies fully exiting the country  ,2
credit suisse says 291 mln provisioned for funds recovery costs  ,2
indias yes bank to raise 1 bln this year ceo  ,2
from breakingviews gsk in 2018 decided to hive off its unit that makes advil painkillers and will list a new business called haleon in london the point of this break up is to unleash the potential of its remaining pharma business aimeedonnellan explains ,2
from breakingviews gsk split gives ceo fresh mampa test ,2
watch as direct competition to teslas model 3 sedan hyundai launched its first electric sedan ioniq 6 which will cost around 42000 and can travel up to 380 miles on a single charge  ,2
watch scandinavian carrier sas said a pilot strike threatened its ability to access bridge financing which could lead to downsizing or even the companys collapse  ,2
crypto lender celsius network reveals 119 bln hole in bankruptcy filing  ,2
watch to grab a bigger share of the electric vehicle market hyundai launched its first electric sedan ioniq 6 priced at around 42000 this will be a direct competitor to teslas bestselling model 3 sedan  ,2
watch sas said that a pilot strike could keep the company from accessing longterm capital it needs for reorganization and thus the airline could collapse  ,2
nft marketplace opensea slashes 20 of jobs  ,2
crypto lender celsius network reveals 119 billion hole in bankruptcy filing  ,2
watch to grab a bigger share of the electric vehicle market hyundai launched its first electric sedan ioniq 6 priced at around 42000 for the south korean market  ,2
watch scandinavian airline sas said that a pilot strike is threatening its ability to access and raise the longterm capital it needs to reorganize and that this could lead to the companys collapse  ,2
nft marketplace opensea to slash 20 of jobs amid crypto winter  ,2
watch scandinavian carrier sas which is partly owned by the governments of denmark and sweden said a pilot strike is threatening the companys ability to raise longterm capital it needs for survival  ,2
credit suisse seeks to remain independent chairman says ft  ,2
burned twitter deal bankers see silver lining in musks startups  ,2
from breakingviews italys saipem largely fails investor test ,2
swatch group upbeat as china comes out of lockdown  ,2
exclusive barclays seeks entry into chinas 43 tln asset management market sources  ,2
lloyds offers extra support to 2 million customers as cost rises hit hard  ,2
spains opdenergy plans market debut on july 22  ,2
top skorean shipper hmm to invest 115 bln over 5 years for expansion  ,2
watch a week after filing for bankruptcy protection in the us scandinavian airline sas and unions representing striking pilots resumed talks over a new collective bargaining agreement as the walkout entered its tenth day  ,2
rise light amp power to redevelop ravenswood power plant in new york as renewable energy hub  ,2
kkrs first assetbased finance fund raises 21 bln  ,2
watch scandinavian airline sas and unions representing striking pilots resumed talks over a new collective bargaining agreement as the walkout entered its tenth day  ,2
france to detail edf nationalisation plan by july 19 shares suspended  ,2
watch from breakingviews twitter wants to force musk to fulfill his 44 billion buyout while a 1 billion fee he would pay to walk is mediocre a messy court fight may induce them to compromise ginachon says  ,2
tesla will lay off 229 employees and permanently shut its office in san mateo california  tsla,2
melio to integrate payments platform with capital one business  ,2
watch twitter fired back at elon musk accusing the worlds richest person of knowingly breaching an agreement to buy the social media firm days after the tesla chief sought to back out of the 44 billion deal  ,2
pernod ricard denies having put new investments on hold in india  ,2
temasek expects to slow investments as global economic outlook worsens  ,2
exclusive frances pernod puts new india investments on hold citing protracted tax fight  ,2
exercise equipment maker peloton said it will cease to manufacture its bike and tread products inhouse and hire a thirdparty manufacturer in an effort to simplify its supply chain and optimize its cost structure  pton,2
watch twitter fired back at elon musk accusing the worlds richest person of knowingly breaching an agreement to buy the social media firm it comes days after the tesla ceo accused twitter of breaching its obligations under the merger agreement  ,2
monte paschi ceo sees positive market feedback on 25 billion cash call  ,2
temasek reports record portfolio value sees slowdown in investments  ,2
watch twitter hit back at elon musk for accusing the social media company of breaching its obligations in their merger agreement saying it is musk who is breaching the 44 billion deal by attempting to ditch it  ,2
watch a series of tweets from elon musk mocked twitters threat to sue him following his move to abandon the 44 billion takeover deal  twtr ,2
watch elon musk mocked twitters threat to sue him following his move to abandon the 44 billion takeover deal tweeting the social media firm would need to disclose more information on bots and spam accounts  twtr ,2
watch elon musk mocked twitters threat to sue him on its own platform after the worlds richest person moved to abandon his 44 billion takeover deal  twtr ,2
from breakingviews twitter shakes musk down with delaware muscle ,2
watch a series of tweets from elon musk mocked twitters threat to sue him following his move to abandon the 44 billion takeover deal saying the social media firm would need to disclose more information on bots and spam accounts in court  twtr ,2
klarna raises 800 million as valuation plunges 85 in a year  ,2
strategas research partners cio jason trennert the only thing holding profits up year over year is really the energy sector to battle high prices the fed could raise interest rates so fast that it triggers an economic slowdown  ,2
from breakingviews goldman sachs revamp gets a prerecession shove ,2
ko cocacola unloads bottling operations in vietnam cambodia to swire ,2
zyme zymeworks plans to become a delaware corporation ,2
hsbc has become the first foreign lender to install a chinese communist party committee in its investment banking subsidiary in the country ,2
new netflix lost 970000 subscribers in the second quarter that was less than half what wall street feared thanks in large part to a new season of stranger things shares jumped in afterhours trading  ,2
signature bank underperforms as deposits slow pvh leads discretionary names in sampp 500 spy qqq dia spx compq djia pvh czr on sbny  economy stockmarket,2
breaking the indian rupee plummets to a record 80 per us dollar as foreign investors pull out money from the nations stocks  ,8
the euro moved toward parity as declines in stocks spurred haven demand for the dollar and the yen versus g10 pairs garfield reynolds reports on bloomberg television  ,8
charts suggest the euro could see a swift rally and lift the market with it says jim cramer ,8
the euro hit parity with the us dollar on tuesday for the first time in 20 years meaning that the currencies have the same worth ,8
euro reaches parity against the dollar hits its lowest level against us currency since december 2002 ,8
the euro is near parity with the us dollar heres how travelers can take advantage ,8
the dollar appreciated  ,8
usd ripping againnot helpful,8
usdzar inverted vs copper helps explain the recent weakness in the zar chart clearly shows supply and demand for commodities major influence on movements in zar notice sharp fall in copper mirrors sharp fall in zar recently ,8
the dollar has skyrocketed over the past 12 months ,8
the dollar has skyrocketed over the past 12 months partly as the federal reserve boosted interest rates ,8
what does this mean for the dollar ,8
the dollar sits atop a global monetary order shaken by sanctions  opinion,8
dollar poised for third week of sharp gains as recession fears grip markets ,8
euro falls to parity with us dollar for first time in two decades ,8
euro approaches parity with dollar as investors brace themselves for slowdown ,8
indonesias currency may languish at its weakest level in more than two years as capital outflows accelerate and a dovish central bank lags behind its peers ,8
chinas yuan is under pressure to depreciate as rising covid cases fan worries of renewed lockdowns and fed hike fears drive outflows ,8
the dollars gain is the rest of the worlds pain ,8
the dollars gain is the worlds pain and based on its current trajectory the world may be in for a whole lot more discomfort ,8
the dollars relentless rise is threatening to trigger more outflows from asias emergingmarket shares spoiling hopes of the region making a comeback in the second half ,8
indias forex reserves drop to their lowest in 15 months as the central bank probably stepped up its intervention to support the rupee that is testing new lows ,8
the euros drop below 1 means the ecb needs to be more aggressive in tightening policy argues marcusashworth via opinion ,8
one euro is now worth the same as a single us dollar for the first time in two decades after a historic slide in europes shared currency ,8
the euro could come under fresh pressure as soon as today particularly if the latest us inflation data fuel expectations of a relatively more hawkish fed ,8
the extreme rally in the dollar over the past year typically comes alongside market stress or recession or both one of wall streets most vocal bears says ,8
euro rallies and bund yields jump after halfpoint ecb rate hike ,8
ukraine devalues hryvnia by 25 against dollar ,8
whenever the euro begins to rally against the dollar consider these stocks and funds ,8
whenever the euro begins to rally against the dollar consider these european stocks and funds columnist mktwhulbert writes ,8
rampant us dollar pushes euro below parity ,8
euro breaks through parity amid concern for us inflation and eurozone energy crisis ,8
yen plunges to weakest versus the buck since 1998 eyes 140 ,8
euro takes fresh run toward parity after us inflation hits 41 year high ,8
there is nothing economically significant about eurusd reaching parity said one analyst at deutsche bank however the psychological impact is clearly important ,8
euro pauses at parity but what comes next ,8
euro slips closer to parity as goldman warns the ecb could respond more forcefully to a weak currency ,8
the euro suffers another big selloff pushing it closer to parity against a strong dollar ,8
something i observed over 2 decades in markets is that when a trend gets steeper and steeper to the point where its about to do a backward somersault and when everyone is talking about it its usually close to the trend exhausting us dollar index looking that way usdollar ,8
usdtusd ustusd house policymakers close in on bipartisan deal to regulate stablecoins wsj ,8
usdcusd usb si circles reserve assets in usdc solely backed by cash shortterm treasuries ,8
usdollar sp500 cew strong dollar is flashing a warning of a credit event bofa ,8
btcusd ethusd us treasury invites public to provide input on president bidens crypto order ,8
fxe uup udn euro within a whisker of dollar parity for first time in two decades ,8
chilean peso closes up 312 against the us dollar maximum value in two weeks,8
russian rouble extends gains firms past 57 vs dollar for first time since july 5,8
sterling extends fall vs dollar to hit new low since march 2020 at 11800 down 08 on the day,8
us deputy treasury secretary adeyemo says dollar strong due to underlying economic strength,8
euro turns positive on the day was down 04 to near parity vs us dollar earlier,8
euro falls to fresh 20year low of 10045 against us dollar eur,8
the us dollar has long played an outsized role in global markets it continues to do so even as the american economy has been producing a shrinking share of global output over the last two decades  ,8
daily tradeweighted us dollar index was measuring 1188 as of july 15 see the index going back to 2006 in fred january 2006100  ,8
as of july 8 the daily tradeweighted us dollar index was measuring 1177 january 2006100 see fred for this and more data from the federalreserve foreign exchange ratesh10 release  ,8
southeast asian currencies weather market storm better than international peers ,8
the dollar was on track to notch up its third week of sharp gains as weak chinese economic data compounded fears about a global recession ,8
breaking news deepening fears about the health of the global economy have shoved the euro down to parity against the us dollar for the first time in 20 years  ,8
the euro is now worth just a fraction above a single dollar for the first time since 2002 reviving memories of its difficult early years when it fell so low traders dubbed it the toilet currency ,8
the euro teetered on the edge of hitting 1 for the first time since 2002 as the dollar attracted haven buyers as well as support from the gap between interest rate expectations in the us compared with the eurozone ,8
the dollar surged on monday as traders weighed the prospect of aggressive interest rate rises in the us and intensifying recession risk in europe ,8
the dollar has been strong and weve seen it across different currencies pimcos sonali pier says were more concerned even as recession probabilities increase here in the us but our concern for europe is even larger in terms of recession probability ,8
the us dollar is becoming a challenge for companies and multinationals once they convert their earnings back into us dollars jpmorganams gabriela santos says its also posing a challenge overseas just fueling more inflation counterproductive at this point ,8
weaker euro good for multinationals jampj cfo  by anjkhem ,8
just in euro falls below parity vs dollar for first time in two decades ,8
id say the energy crisis and the cutoff of supplies from russia to europe of natural gas has really accelerated the move lower in euro and is one of the reasons we thought euro parity would happen so quickly wells fargos erik nelson says its also a central bank story ,8
fears of a global recession and deepening woes in europe are pushing the dollar higher with few on wall street seeing a change in its trajectory ,8
heard on the street eurozones reliance on russian gas and a closer examination of bond markets suggest there is little immediate upside for the single currency ,8
the euro slid below parity with the us dollar and nobody is coming to the common currencys rescue ,8
euro knocked by italy crisis ahead of landmark ecb hike reuters ,8
sterling stabilises vs dollar and euro as uk inflation surges reuters ,8
euro at 1week high rowback in fed rate hike bets knocks dollar reuters ,8
why the us dollar is booming and creating a possible doom loop bbg ,8
dollar set for 3rd consecutive week of gains as recession risks loom reuters ,8
dollar climbs further pinning euro yen at multidecade lows reuters ,8
dollar gauge hits record high surpassing peak from 2020 bbg ,8
euro falls to parity with us dollar for first time since 2002 bloomberg,8
dollar slips euro above parity before us inflation data reuters ,8
the euro and the us dollar are at parity for the first time in 20 years cnn ,8
euro rebounds as russian gas flow resumes ecb hike looms rtrs ,8
pboc fixes yuan midpoint against the dollar at 67620 est 67609 prev 67465,8
pboc fixes yuan midpoint against the dollar at 67447 est 67458 prev 67503,8
pboc sets yuan midpoint at 67503 dlr vs last close 67581,8
pboc sets yuan midpoint at 67265 dlr vs last close 67199,8
eurusd euro hits parity vs us dollar for first time since december 2002,8
euros slide towards dollar parity reflects heavier hit from ukraine war ft ,8
pboc sets yuan midpoint at 67282 dlr vs last close 67229,8
eurusd eurusd euro approaches parity with dollar as investors brace themselves for slowdown ft ,8
pboc sets yuan midpoint at 67287 dlr vs last close 67140,8
japan shouldnt intervene over yen now former fx chief warns bbg ,8
the supercharged us dollar breached parity with the euro for the first time in 2 decades nicolesylive explains what that means  ,8
euro drops to dollar parity for the first time in 2 decades ,8
breaking euro falls to parity with us dollar for the first time since 2002  ,8
croatia will become the 20th eu country to adopt the euro as its currency the euro offers economic benefits stemming from deeper financial ties with the currency blocs other members and from the european central banks monetary authority  ,8
the euro is edging closer toward parity with the us dollar as energy concerns and the risk of recession weigh on the outlook for the region  ,8
the dollar is on its back foot  finance business investing,8
for the first time in 20 years 1 dollar 1 euro what this means for gold  investing finance economy,8
the us dollar at war  finance trading economy,8
is the dollar tired did fed frenzy peak a look at the fx price action  economy business stocks,8
us dollar trending higher as primary global reserve currency technical analysis  stockmarket finance investing,8
euro parity holds ahead of us cpi  investing economy stockmarket,8
euro tests parity  stockmarket markets finance,8
a euro deep below dollar parity is now likely  markets trading finance,8
wall street breakfast euro hits parity with dollar for first time in decades podcast  stocks investing trading,8
the euro rallies as traders raised bets on the scale of future policy tightening by the european central bank after it raised borrowing costs by more than expected ,8
pakistan finance minister miftah ismail anticipates some reversal in the rupee after the currencys 5 slump this week spooked bond and equity investors ,8
with the euro in freefall and italian politics a mess again europe might soon need to tackle some of the issues it papered over during the regions last crisis ,8
with the japanese currency falling to a 24year low strategists are debating whether one of the years hottest macro trades selling the yen is overdone ,8
pakistans rupee slumps to a fresh record low ,8
the indian rupee touches another record low as foreign investors continue to sell the nations equities strategists at nomura and morgan stanley remain bearish on the rupee forecasting the currency may decline to 82 to a dollar by september more  ,8
the indian rupee tumbled to a fresh record as foreign investors continued to pull money out from the nations stocks ,8
the indian rupee has been buffeted by nearly 30 billion of foreign outflows from the nations equities so far this year a record sum and concerns over a deteriorating currentaccount deficit in the middle of elevated oil and commodity prices ,8
a bloomberg survey finds 69 of investors are betting the euro will slide to 09 rather than claw back to 11 ,8
japanese finance minister shunichi suzuki voices his concern over the yens sudden drop on the back of some speculative moves ,8
a slump in the chilean peso is reaching crisis proportions damaging the reputation of a nation once touted as a beacon of light in otherwise murky emerging markets ,8
the chilean peso plummeted thursday even after the central bank delivered a threequarter point interestrate hike falling to a new record low ,8
canadas dollar surged after the nations central bank delivered a biggerthanexpected interestrate hike ,8
the euros plunge adds to headwinds for european stock investors already grappling with slowing economic growth soaring inflation and a spiraling energy crisis ,8
euro parity with the dollar is still in play after a near miss yesterday particularly if the latest us inflation data fuel expectations of a relatively more hawkish fed  ,8
the euro came within a whisker of parity against the us dollar before suddenly bouncing back a sign of just how important the level is to traders ,8
latest the euro erases gains as traders criticized ecb president christine lagarde for a lack of details on interest rates during the press conference  ,8
euro rallies after the european central bank raises rates by 50 basis points  ,8
pakistans rupee drops as much as 32 the most in three years after fitch ratings cut the countrys creditrating outlook  ,8
the dollar has taken on many of the attributes of a meme stock ,8
pakistans rupee slumps to a fresh record low and the nations stocks and dollardenominated bonds both fell after fitch cut the countrys creditrating outlook ,8
the euro gains after reports the ecb is looking more closely at a 50 bps rate hike this week  ,8
euro extends decline against dollar hits session low latest markets updates  ,8
hedge funds and investment banks from new york to melbourne think the dollar rally has room to run and that those who stand in its way risk getting bowled over ,8
just in a gauge of the dollars strength rises to its highest level on record eclipsing the peak it reached during the covid19 pandemic  ,8
japanese yen hits fresh 24year low against the dollar latest markets updates  ,8
